FrameCount,frameTime,Global Position X,Global Position Y,Global Position Z,fixationID,LayerNumber,Hit object name
1247,16.64155,-0.4807934,1.348552,1.609231,14,0,Sphere
1248,16.65576,-0.4984125,1.348281,1.616604,14,0,Sphere
1248,16.65576,-0.4811385,1.348453,1.609348,14,0,Sphere
1249,16.6694,-0.4895013,1.341722,1.610921,14,0,Sphere
1249,16.6694,-0.4722219,1.342003,1.604276,14,0,Sphere
1250,16.68554,-0.4899453,1.342453,1.611322,14,0,Sphere
1250,16.68554,-0.4726477,1.34272,1.604563,14,0,Sphere
1251,16.69853,-0.4810968,1.336187,1.605754,14,0,Sphere
1251,16.69853,-0.471498,1.336421,1.602588,14,0,Sphere
1252,16.71057,-0.4812886,1.33638,1.605891,14,0,Sphere
1252,16.71057,-0.4716824,1.33661,1.602679,14,0,Sphere
1253,16.72474,-0.4815927,1.335878,1.605873,14,0,Sphere
1253,16.72474,-0.4719681,1.336107,1.602602,14,0,Sphere
1254,16.73878,-0.4812462,1.334555,1.605341,14,0,Sphere
1254,16.73878,-0.457152,1.335382,1.599241,14,0,Sphere
1255,16.75235,-0.4815913,1.334686,1.605525,14,0,Sphere
1255,16.75235,-0.4574792,1.335504,1.599344,14,0,Sphere
1256,16.76695,-0.4814904,1.334603,1.605459,14,0,Sphere
1256,16.76695,-0.4573632,1.335423,1.599297,14,0,Sphere
1257,16.78077,-0.4807474,1.335287,1.605344,14,0,Sphere
1257,16.78077,-0.4566612,1.336101,1.599333,14,0,Sphere
1258,16.79508,-0.4773501,1.336384,1.604227,14,0,Sphere
1258,16.79508,-0.4534457,1.337221,1.598954,14,0,Sphere
1259,16.8087,-0.4555537,1.33209,1.597995,14,0,Sphere
1259,16.8087,-0.4386953,1.332674,1.594557,14,0,Sphere
1260,16.82388,-0.4422532,1.337855,1.596739,14,0,Sphere
1260,16.82388,-0.4253033,1.338318,1.593241,14,0,Sphere
1261,16.83847,-0.4215072,1.372917,1.60194,14,0,Sphere
1261,16.83847,-0.3977934,1.373244,1.596968,14,0,Sphere
